text,label,category,language,source_dataset
"Hello sir Beta ghar aa gaya hoon, darwaza khol do.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Dhyan se suniye Aapka order deliver ho chuka hai. Feedback de dena.,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Ji haan suniye Aapka order deliver ho chuka hai. Feedback de dena.,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Hello ma'am Aapke khilaaf legal action initiate kiya gaya hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Aap sun rahe hain na? Aapka order deliver ho chuka hai. Feedback de dena.,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Namaste sir Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Sir ek minute suniye Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,SCAM,KYC_FRAUD,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Sir ek minute suniye Cab 3 minute mein pahunch raha hai.,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Madam ek minute Beta ghar aa gaya hoon, darwaza khol do.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Namaste sir Aapka mobile number cyber fraud investigation mein aaya hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Hello sir School fees ki last date kal hai, payment kar dena.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Namaste sir Mummy main office pahunch gaya, aaj thoda late ho jaunga.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Aap sun rahe hain na? Project ka review meeting kal 4 baje hai kya?,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Hello sir Cab 3 minute mein pahunch raha hai.,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Hello ma'am Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Ji haan suniye Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Namaste ma'am Beta ghar aa gaya hoon, darwaza khol do.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Ji namaskar Sir kal subah 10 baje meeting hai, agenda mail kar diya.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Aap sun rahe hain na? Cab 3 minute mein pahunch raha hai.,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Hello sir Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,SCAM,COURIER_SCAM,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Namaste sir Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Ji namaskar Beta ghar aa gaya hoon, darwaza khol do.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Delhi Police se bol raha hoon. Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Aap sun rahe hain na? Sir kal subah 10 baje meeting hai, agenda mail kar diya.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Hello ji Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,SCAM,IMPERSONATION,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Special Investigation Team se bol raha hoon. Aapka mobile number cyber fraud investigation mein aaya hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Hello ji Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Namaste ma'am Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,SCAM,COURIER_SCAM,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Law enforcement se bol raha hoon. Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
National Cyber Cell se bol raha hoon. Aapke naam par registered account illegal activities mein use hua hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Ji haan suniye Beta ghar aa gaya hoon, darwaza khol do.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Ji namaskar Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Special Investigation Team se bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",SCAM,LOTTERY_SCAM,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Dhyan se suniye Mummy main office pahunch gaya, aaj thoda late ho jaunga.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Hello ji Sir kal subah 10 baje meeting hai, agenda mail kar diya.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Police headquarters se bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",SCAM,KYC_FRAUD,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Aap sun rahe hain na? Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Dhyan se suniye Sir kal subah 10 baje meeting hai, agenda mail kar diya.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Ji haan suniye Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Ji namaskar Project ka review meeting kal 4 baje hai kya?,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
National Cyber Cell se bol raha hoon. Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Delhi Police se bol raha hoon. Aapke naam par money laundering case register hua hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
National Cyber Cell se bol raha hoon. Aapke naam par ek criminal complaint register hui hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Law enforcement se bol raha hoon. Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Hello ma'am Project ka review meeting kal 4 baje hai kya?,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Law enforcement se bol raha hoon. Aapka mobile number cyber fraud investigation mein aaya hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"ACP Sharma bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",SCAM,IMPERSONATION,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Special Investigation Team se bol raha hoon. Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Sir ek minute suniye School fees ki last date kal hai, payment kar dena.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Madam ek minute Cab 3 minute mein pahunch raha hai.,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Namaste ma'am Papa train mein baith gaya hoon, safely pahunch jaunga.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Hello ji Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Madam ek minute Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,SCAM,LOTTERY_SCAM,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Hello ji Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Crime Branch se bol raha hoon. Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Namaste sir Cyber investigation team ko aapke number se suspicious activity mili hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Sir ek minute suniye Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,SCAM,KYC_FRAUD,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Inspector Rajesh Kumar bol raha hoon. Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Crime Branch se bol raha hoon. Aapka number telecom fraud case mein identify hua hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Dhyan se suniye Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",SCAM,COURIER_SCAM,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Ji namaskar Aapka mobile number cyber fraud investigation mein aaya hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Madam ek minute Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,SCAM,KYC_FRAUD,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Ji haan suniye Doctor appointment kal 9 baje hai, fasting rehna.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Madam ek minute Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Namaste sir Beta ghar aa gaya hoon, darwaza khol do.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
CBI se bol raha hoon. Aapke Aadhaar se linked account par complaint mili hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Madam ek minute Aapke documents ka misuse karke financial fraud kiya gaya hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Hello ji Papa train mein baith gaya hoon, safely pahunch jaunga.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Madam ek minute Doctor appointment kal 9 baje hai, fasting rehna.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Hello ma'am Aapke Aadhaar se linked account par complaint mili hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Namaste ma'am Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,SCAM,KYC_FRAUD,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Hello ji Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Hello ji Project ka review meeting kal 4 baje hai kya?,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Special Investigation Team se bol raha hoon. Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Ji namaskar Cab 3 minute mein pahunch raha hai.,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Ji haan suniye Mummy main office pahunch gaya, aaj thoda late ho jaunga.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Ji haan suniye Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Hello ma'am Aapka order deliver ho chuka hai. Feedback de dena.,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Sir ek minute suniye Aapke naam par money laundering case register hua hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Cyber Crime Department se bol raha hoon. Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Hello ji Doctor appointment kal 9 baje hai, fasting rehna.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Hello sir Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Law enforcement se bol raha hoon. Aapke naam par registered SIM ka misuse report hua hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Hello ma'am Cab 3 minute mein pahunch raha hai.,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Madam ek minute Aapka order deliver ho chuka hai. Feedback de dena.,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Police headquarters se bol raha hoon. Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Police headquarters se bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,SCAM,KYC_FRAUD,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Delhi Police se bol raha hoon. Police verification complete karna zaroori hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Law enforcement se bol raha hoon. Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Hello ma'am National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Madam ek minute Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Aap sun rahe hain na? Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Namaste sir Project ka review meeting kal 4 baje hai kya?,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Hello ji Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,SCAM,LOTTERY_SCAM,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Aap sun rahe hain na? Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",SCAM,LOTTERY_SCAM,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
ACP Sharma bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,SCAM,KYC_FRAUD,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Namaste ma'am Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
CBI se bol raha hoon. Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,SCAM,KYC_FRAUD,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Hello ma'am School fees ki last date kal hai, payment kar dena.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Hello ma'am Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Namaste sir School fees ki last date kal hai, payment kar dena.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Cyber Crime Department se bol raha hoon. Aapke documents ka misuse karke financial fraud kiya gaya hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Ji namaskar Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Dhyan se suniye Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,SCAM,KYC_FRAUD,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Hello sir Mummy main office pahunch gaya, aaj thoda late ho jaunga.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Dhyan se suniye Aapka number telecom fraud case mein identify hua hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
National Cyber Cell se bol raha hoon. Aapke Aadhaar se linked account par complaint mili hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Police headquarters se bol raha hoon. Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Hello ji Police verification complete karna zaroori hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Aap sun rahe hain na? Aapke khilaaf legal action initiate kiya gaya hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Ji haan suniye Project ka review meeting kal 4 baje hai kya?,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Aap sun rahe hain na? Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
ACP Sharma bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,SCAM,LOTTERY_SCAM,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Namaste ma'am Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
